"ID","google_id","dept","XDIndicator"
1678,"hiWagvQAAAAJ","BIO","BIO"
1679,"HJ2DgisAAAAJ","BIO","XD"
1680,"hJuusUEAAAAJ","CS","XD"
1681,"hjYT3JYAAAAJ","CS","CS"
1682,"HkB_Gz0AAAAJ","CS","CS"
1683,"hKeWP2sAAAAJ","BIO","XD"
1684,"HKGYvu4AAAAJ","CS","CS"
1685,"hKTEh5oAAAAJ","BIO","XD"
1686,"hL5ZhAQAAAAJ","BIO","XD"
1687,"HlEEUUIAAAAJ","BIO","BIO"
1688,"HlPjq-YAAAAJ","BIO","XD"
1689,"HLRZ3oAAAAAJ","CS","XD"
1690,"hLSAMi8AAAAJ","CS","CS"
1691,"HLv0dl0AAAAJ","CS","CS"
1692,"HlXPvCoAAAAJ","CS","CS"
1693,"hma0WFAAAAAJ","CS","CS"
1694,"hmq4rGIAAAAJ","CS","XD"
1695,"HMQvdu8AAAAJ","BIO","XD"
1696,"hmvHbL8AAAAJ","BIO","XD"
1697,"hmy9MpkAAAAJ","BIO","BIO"
1698,"HMZurWoAAAAJ","BIO","BIO"
1699,"HnD2xxIAAAAJ","BIO","BIO"
1700,"Ho2P5DYAAAAJ","BIO","BIO"
1701,"hoGTGlMAAAAJ","BIO","XD"
1702,"hOlkT4sAAAAJ","CS","CS"
1703,"HoQtR3cAAAAJ","CS","CS"
1704,"Hq28JM0AAAAJ","CS","CS"
1705,"hQazr50AAAAJ","CS","XD"
1706,"HQeEzR0AAAAJ","CS","CS"
1707,"hQtEfQcAAAAJ","CS","CS"
1708,"hqTu-QcAAAAJ","CS","CS"
1709,"hQZxBb0AAAAJ","BIO","BIO"
1710,"HQZYwEcAAAAJ","BIO","XD"
1711,"hRggMmIAAAAJ","CS","CS"
1712,"HriWXcEAAAAJ","CS","CS"
1713,"HRSDO6IAAAAJ","CS","XD"
1714,"HRx2lJQAAAAJ","BIO","BIO"
1715,"hS9gtcwAAAAJ","BIO","XD"
1716,"HsCLriEAAAAJ","BIO","BIO"
1717,"hsJqhNAAAAAJ","CS","CS"
1718,"HSygdAYAAAAJ","CS","CS"
1719,"HTbZCZ4AAAAJ","BIO","XD"
1720,"Htf2zbsAAAAJ","CS","XD"
1721,"HtgKHRIAAAAJ","CS","CS"
1722,"htRNTnYAAAAJ","BIO","BIO"
1723,"hTsDchEAAAAJ","BIO","XD"
1724,"hTyZBhMAAAAJ","CS","CS"
1725,"HU1ZfyQAAAAJ","BIO","BIO"
1726,"huaPPRsAAAAJ","BIO","BIO"
1727,"HUDkqSoAAAAJ","BIO","XD"
1728,"HuSHIWkAAAAJ","CS","CS"
1729,"hv59470AAAAJ","BIO","BIO"
1730,"hVsnXOQAAAAJ","BIO","BIO"
1731,"hvT2mb8AAAAJ","BIO","BIO"
1732,"HVtr6AIAAAAJ","BIO","BIO"
1733,"HVtSJJsAAAAJ","BIO","XD"
1734,"hVUzp6EAAAAJ","BIO","XD"
1735,"HvwPRJ0AAAAJ","CS","CS"
1736,"hv_GqN4AAAAJ","BIO","XD"
1737,"hwc6A1MAAAAJ","CS","CS"
1738,"HWF6UxgAAAAJ","CS","XD"
1739,"hwqQOpUAAAAJ","BIO","BIO"
1740,"HWSuYAEAAAAJ","CS","CS"
1741,"hWYleB8AAAAJ","BIO","XD"
1742,"hX7X5ioAAAAJ","BIO","BIO"
1743,"hxHYAA8AAAAJ","BIO","BIO"
1744,"hxlxVEUAAAAJ","CS","XD"
1745,"hXpZynkAAAAJ","CS","CS"
1746,"hybHuxYAAAAJ","BIO","BIO"
1747,"Hyhp_zUAAAAJ","CS","CS"
1748,"hz1S-asAAAAJ","CS","CS"
1749,"hZxtGocAAAAJ","BIO","BIO"
1750,"h_BrebAAAAAJ","BIO","BIO"
1751,"h_MOIUUAAAAJ","BIO","XD"
1752,"h_vjSXoAAAAJ","BIO","BIO"
1753,"I-DJ7EsAAAAJ","CS","CS"
1754,"I-rKkyEAAAAJ","CS","CS"
1755,"I0ZGaCQAAAAJ","CS","CS"
1756,"I1EvjZsAAAAJ","CS","CS"
1757,"I1fl4oAAAAAJ","CS","XD"
1758,"I1w51gUAAAAJ","CS","XD"
1759,"i28fU0MAAAAJ","CS","CS"
1760,"i3pEsbgAAAAJ","CS","XD"
1761,"I4iKZSkAAAAJ","CS","CS"
1762,"I4TkqC0AAAAJ","CS","XD"
1763,"i4_3daEAAAAJ","CS","CS"
1764,"I5zd7t0AAAAJ","CS","CS"
1765,"i632EEwAAAAJ","BIO","XD"
1766,"I8UXifUAAAAJ","BIO","BIO"
1767,"I9cyQTQAAAAJ","BIO","BIO"
1768,"IAywpN4AAAAJ","BIO","BIO"
1769,"ibITRigAAAAJ","CS","CS"
1770,"iBl-QgEAAAAJ","CS","CS"
1771,"iB_t3xsAAAAJ","BIO","BIO"
1772,"icbo4M0AAAAJ","CS","CS"
1773,"ICe2FxkAAAAJ","BIO","BIO"
1774,"icGNWj4AAAAJ","CS","XD"
1775,"ICngR3sAAAAJ","CS","CS"
1776,"IcW1vJEAAAAJ","CS","CS"
1777,"iCWiQi8AAAAJ","CS","CS"
1778,"ID4wZFwAAAAJ","CS","CS"
1779,"Id792TsAAAAJ","CS","CS"
1780,"IdDGv6oAAAAJ","BIO","XD"
1781,"iDmkDqMAAAAJ","BIO","BIO"
1782,"iDMvmEYAAAAJ","CS","CS"
1783,"IdRYT-8AAAAJ","CS","CS"
1784,"IdWa_JkAAAAJ","CS","CS"
1785,"IeBc5OsAAAAJ","BIO","XD"
1786,"IEctSMcAAAAJ","BIO","BIO"
1787,"ieD5uTEAAAAJ","BIO","XD"
1788,"iEGYZT4AAAAJ","CS","CS"
1789,"IEHo6YcAAAAJ","CS","CS"
1790,"IEKMwakAAAAJ","BIO","BIO"
1791,"Ieo0BVEAAAAJ","BIO","BIO"
1792,"IeqjwlIAAAAJ","CS","CS"
1793,"if0wXOEAAAAJ","BIO","BIO"
1794,"If_k6LgAAAAJ","CS","XD"
1795,"iGccVmEAAAAJ","CS","CS"
1796,"IGDs4HwAAAAJ","CS","CS"
1797,"iGKJKNQAAAAJ","BIO","XD"
1798,"igVM0AEAAAAJ","BIO","XD"
1799,"IGyIeMsAAAAJ","BIO","BIO"
1800,"iHpqfoQAAAAJ","CS","XD"
1801,"iIiVrrQAAAAJ","CS","CS"
1802,"iIPwqbMAAAAJ","BIO","XD"
1803,"IirM9zMAAAAJ","CS","XD"
1804,"Iiut4KYAAAAJ","CS","CS"
1805,"iiyj5MsAAAAJ","BIO","XD"
1806,"IjbhBJsAAAAJ","BIO","XD"
1807,"IJLURXkAAAAJ","BIO","XD"
1808,"IjteorwAAAAJ","BIO","BIO"
1809,"ikdhy6gAAAAJ","BIO","XD"
1810,"ikn-xhYAAAAJ","CS","CS"
1811,"IKz0hvkAAAAJ","CS","CS"
1812,"iL-hxJoAAAAJ","CS","CS"
1813,"ILQfpvIAAAAJ","BIO","BIO"
1814,"iLQqwosAAAAJ","CS","XD"
1815,"iLWANowAAAAJ","BIO","BIO"
1816,"im5aMngAAAAJ","CS","XD"
1817,"ImCQugUAAAAJ","BIO","BIO"
1818,"Imh0w3AAAAAJ","CS","CS"
1819,"ImpbxLsAAAAJ","CS","XD"
1820,"imy3JY0AAAAJ","BIO","XD"
1821,"in6eBIwAAAAJ","CS","CS"
1822,"iNbxQUEAAAAJ","BIO","BIO"
1823,"inGtCcMAAAAJ","CS","CS"
1824,"IoGj8UEAAAAJ","CS","CS"
1825,"iopnWAMAAAAJ","BIO","XD"
1826,"IPbxgZkAAAAJ","BIO","XD"
1827,"iPcxP0YAAAAJ","CS","CS"
1828,"iPDwvU8AAAAJ","CS","CS"
1829,"iPTO_FEAAAAJ","BIO","XD"
1830,"iqlfboYAAAAJ","BIO","BIO"
1831,"IQosWycAAAAJ","CS","CS"
1832,"iQV2L2IAAAAJ","CS","CS"
1833,"IqzMas0AAAAJ","BIO","XD"
1834,"iRaegw8AAAAJ","BIO","BIO"
1835,"IrcFO1AAAAAJ","CS","CS"
1836,"iRfqtIEAAAAJ","BIO","BIO"
1837,"irlmY1YAAAAJ","BIO","BIO"
1838,"IrPitBgAAAAJ","BIO","XD"
1839,"IrX5ZzQAAAAJ","BIO","BIO"
1840,"iSEAH2MAAAAJ","CS","XD"
1841,"IsQQCHAAAAAJ","CS","CS"
1842,"ISRNX3gAAAAJ","CS","XD"
1843,"iSSbrhwAAAAJ","BIO","XD"
1844,"it1vhYAAAAAJ","CS","CS"
1845,"iTii9qEAAAAJ","BIO","XD"
1846,"ITJOwHEAAAAJ","BIO","XD"
1847,"iTv2cOgAAAAJ","CS","CS"
1848,"IUFloN8AAAAJ","BIO","BIO"
1849,"iuJrwKYAAAAJ","BIO","BIO"
1850,"IUZgJogAAAAJ","CS","CS"
1851,"ivApfKcAAAAJ","CS","CS"
1852,"IvuuU14AAAAJ","CS","XD"
1853,"IWcGY98AAAAJ","CS","XD"
1854,"Iwd9DdkAAAAJ","CS","CS"
1855,"IWdFbTQAAAAJ","BIO","BIO"
1856,"IwkyeWgAAAAJ","BIO","XD"
1857,"iWq6Tn4AAAAJ","CS","CS"
1858,"Ixa74FIAAAAJ","CS","CS"
1859,"Ixhn-sQAAAAJ","BIO","BIO"
1860,"IXiAPMoAAAAJ","CS","CS"
1861,"IXnzCb8AAAAJ","CS","XD"
1862,"iy321KUAAAAJ","BIO","BIO"
1863,"iYgWtREAAAAJ","CS","CS"
1864,"IyjGlJ8AAAAJ","BIO","XD"
1865,"iZ6IqSYAAAAJ","BIO","BIO"
1866,"izDottUAAAAJ","BIO","BIO"
1867,"iZgkmFIAAAAJ","BIO","XD"
1868,"IzhtPq4AAAAJ","CS","XD"
1869,"IzLlyzsAAAAJ","CS","CS"
1870,"izMnGyMAAAAJ","CS","CS"
1871,"izVO9pYAAAAJ","BIO","XD"
1872,"Izwn0HcAAAAJ","BIO","XD"
1873,"IzXDyR8AAAAJ","CS","CS"
1874,"I_N__-QAAAAJ","CS","CS"
1875,"I_YsXU4AAAAJ","CS","CS"
1876,"J09a41oAAAAJ","BIO","XD"
1877,"J0SKz5YAAAAJ","CS","CS"
1878,"J12C3nYAAAAJ","CS","CS"
1879,"J1a81tAAAAAJ","BIO","BIO"
1880,"J1tqbNAAAAAJ","CS","CS"
1881,"j38QfhkAAAAJ","CS","CS"
1882,"J5f4Gq8AAAAJ","CS","CS"
1883,"j67v24EAAAAJ","CS","XD"
1884,"j6KFCRAAAAAJ","CS","CS"
1885,"J718FGIAAAAJ","BIO","BIO"
1886,"j7F7yq0AAAAJ","CS","CS"
1887,"J7H4N_4AAAAJ","CS","CS"
1888,"j7WSgbwAAAAJ","CS","XD"
1889,"J8FwD7cAAAAJ","BIO","XD"
1890,"J8J7NvkAAAAJ","BIO","BIO"
1891,"J8YyZugAAAAJ","CS","CS"
1892,"J9KP4dsAAAAJ","BIO","BIO"
1893,"J9Pa_8EAAAAJ","BIO","BIO"
1894,"j9XJD8QAAAAJ","CS","CS"
1895,"ja5NutgAAAAJ","BIO","BIO"
1896,"jA7e-WkAAAAJ","CS","CS"
1897,"JaIL3AgAAAAJ","BIO","BIO"
1898,"JaM1iKMAAAAJ","CS","CS"
1899,"jB4y-j4AAAAJ","BIO","BIO"
1900,"JbH6mVkAAAAJ","BIO","XD"
1901,"JBNzgNMAAAAJ","BIO","BIO"
1902,"Jbo1MqwAAAAJ","CS","CS"
1903,"jB_SrVoAAAAJ","BIO","BIO"
1904,"Jc7sf8YAAAAJ","BIO","BIO"
1905,"jcatRRIAAAAJ","CS","CS"
1906,"jcwyv0wAAAAJ","CS","CS"
1907,"jD0EPmgAAAAJ","BIO","XD"
1908,"Jd6nw80AAAAJ","CS","CS"
1909,"jDCiMQkAAAAJ","CS","CS"
1910,"jDewJRwAAAAJ","BIO","XD"
1911,"jDm73CQAAAAJ","CS","CS"
1912,"jdq0xz8AAAAJ","CS","XD"
1913,"jDqTrbEAAAAJ","BIO","BIO"
1914,"jdSlREMAAAAJ","CS","CS"
1915,"jDuPZLMAAAAJ","CS","CS"
1916,"JE4GTLYAAAAJ","BIO","XD"
1917,"JEApEv4AAAAJ","BIO","BIO"
1918,"jEdhxGMAAAAJ","CS","XD"
1919,"jeOFRDsAAAAJ","CS","CS"
1920,"jevPwGEAAAAJ","CS","CS"
1921,"jeWN01gAAAAJ","BIO","BIO"
1922,"JFGFujgAAAAJ","BIO","BIO"
1923,"jGboazkAAAAJ","BIO","XD"
1924,"JgC6C-kAAAAJ","BIO","BIO"
1925,"jGZab7kAAAAJ","CS","CS"
1926,"jh-brekAAAAJ","BIO","BIO"
1927,"jH1l1boAAAAJ","BIO","BIO"
1928,"Jh3QCRYAAAAJ","CS","CS"
1929,"jh3Z4esAAAAJ","BIO","BIO"
1930,"JHYKtv4AAAAJ","BIO","XD"
1931,"jID7d1sAAAAJ","BIO","BIO"
1932,"JinbAIQAAAAJ","CS","CS"
1933,"JIpg40gAAAAJ","BIO","XD"
1934,"jIp_uw0AAAAJ","CS","CS"
1935,"jIs-Y2gAAAAJ","CS","CS"
1936,"Jj00ksMAAAAJ","CS","CS"
1937,"JJ9AvbAAAAAJ","CS","CS"
1938,"jJCBeRsAAAAJ","CS","CS"
1939,"jjEht8wAAAAJ","CS","CS"
1940,"jJPSj0IAAAAJ","CS","CS"
1941,"jJwwFLIAAAAJ","BIO","BIO"
1942,"Jk3gxBEAAAAJ","CS","CS"
1943,"jkJlkSYAAAAJ","BIO","BIO"
1944,"jkRa2LEAAAAJ","CS","CS"
1945,"jLEgvnsAAAAJ","CS","XD"
1946,"JLKYG_cAAAAJ","BIO","BIO"
1947,"Jlv4MR4AAAAJ","CS","CS"
1948,"jM1cT4QAAAAJ","CS","XD"
1949,"jM23vRsKxuIC","CS","CS"
1950,"JMfZVZYAAAAJ","BIO","BIO"
1951,"JMo-Z6UAAAAJ","BIO","BIO"
1952,"jn-B_MoAAAAJ","CS","CS"
1953,"JN4tlsMAAAAJ","CS","XD"
1954,"JNLOr38AAAAJ","CS","XD"
1955,"JNPbTdIAAAAJ","CS","CS"
1956,"jNUs6LsAAAAJ","BIO","BIO"
1957,"Jo2vLqMAAAAJ","CS","CS"
1958,"jo4B96sAAAAJ","BIO","XD"
1959,"JoAxSpgAAAAJ","CS","CS"
1960,"JoFVg7cAAAAJ","BIO","BIO"
1961,"JOkym8oAAAAJ","BIO","BIO"
1962,"jOpgDgsAAAAJ","BIO","XD"
1963,"JOU3JLkAAAAJ","CS","XD"
1964,"JOvtrn8AAAAJ","CS","CS"
1965,"jOX_9bQAAAAJ","CS","CS"
1966,"JP0dqTEAAAAJ","CS","CS"
1967,"Jp6Mz1sAAAAJ","CS","CS"
1968,"JpC9bmEAAAAJ","CS","CS"
1969,"JPM3RdEAAAAJ","BIO","XD"
1970,"jpXyNF8AAAAJ","CS","CS"
1971,"Jq3bZ8oAAAAJ","BIO","XD"
1972,"Jq3hCsYAAAAJ","BIO","XD"
1973,"Jqe1DEEAAAAJ","BIO","BIO"
1974,"jQNt6RwAAAAJ","CS","CS"
1975,"JQWeCFAAAAAJ","BIO","BIO"
1976,"Jr0P0Z4AAAAJ","BIO","BIO"
1977,"jRd24DQAAAAJ","BIO","BIO"
1978,"jrkrn3sAAAAJ","CS","CS"
1979,"JS8aznIAAAAJ","CS","CS"
1980,"JsK4KpMAAAAJ","CS","XD"
1981,"jsxk8vsAAAAJ","CS","CS"
1982,"jTiRFi8AAAAJ","CS","CS"
1983,"JtjdERoAAAAJ","BIO","BIO"
1984,"Jua_FnwAAAAJ","BIO","BIO"
1985,"JuiXgE8AAAAJ","BIO","BIO"
1986,"JujYwIEAAAAJ","BIO","BIO"
1987,"JUn8PgwAAAAJ","CS","CS"
1988,"juRk4lQAAAAJ","CS","CS"
1989,"juUEPSAAAAAJ","BIO","XD"
1990,"jUzA3H8AAAAJ","CS","CS"
1991,"jv-19EoAAAAJ","BIO","BIO"
1992,"Jv28YrYAAAAJ","BIO","BIO"
1993,"JVNms8wAAAAJ","CS","CS"
1994,"jWb94BoAAAAJ","CS","CS"
1995,"jwxhFAQAAAAJ","CS","CS"
1996,"JWXlepgAAAAJ","CS","CS"
1997,"jwyTawwAAAAJ","BIO","BIO"
1998,"JXsCTy0AAAAJ","BIO","BIO"
1999,"JXsWja0AAAAJ","CS","CS"
2000,"jXWewPgAAAAJ","BIO","XD"
2001,"jYsDOQMAAAAJ","BIO","BIO"
2002,"JyUhvFoAAAAJ","BIO","BIO"
2003,"JYxa6eYAAAAJ","CS","CS"
2004,"jz2Tvk4AAAAJ","CS","CS"
2005,"jzHG0ssAAAAJ","BIO","BIO"
2006,"JzwJFM4AAAAJ","BIO","XD"
2007,"k0UDZCgAAAAJ","BIO","BIO"
2008,"K1cZ7SsAAAAJ","CS","XD"
2009,"k1hJzF0AAAAJ","CS","CS"
2010,"K2-XMvwAAAAJ","BIO","BIO"
2011,"k2n_5QoAAAAJ","BIO","BIO"
2012,"K2oAEEkAAAAJ","BIO","BIO"
2013,"k2suuZgAAAAJ","CS","CS"
2014,"k3OcjLQAAAAJ","BIO","BIO"
2015,"k3YaoIEAAAAJ","CS","CS"
2016,"K4o-D-cAAAAJ","CS","CS"
2017,"k4oSgRkAAAAJ","CS","CS"
2018,"k5c56_wAAAAJ","CS","CS"
2019,"K6q7FbsAAAAJ","BIO","BIO"
2020,"k6z6wAwAAAAJ","BIO","XD"
2021,"K70yTUsAAAAJ","BIO","BIO"
2022,"k7VhUnAAAAAJ","CS","CS"
2023,"K7y6AEEAAAAJ","BIO","XD"
2024,"k98ryDAAAAAJ","BIO","BIO"
2025,"k9B2zgsAAAAJ","BIO","XD"
2026,"K9tsqbsAAAAJ","CS","CS"
2027,"K9_NT-MAAAAJ","CS","XD"
2028,"kaZIo1cAAAAJ","BIO","BIO"
2029,"kazupicAAAAJ","BIO","BIO"
2030,"kb7j48kAAAAJ","BIO","BIO"
2031,"KbCoZfcAAAAJ","BIO","XD"
2032,"kBGGEjUAAAAJ","CS","CS"
2033,"KBqkhiUAAAAJ","CS","CS"
2034,"KBqO-U0AAAAJ","BIO","BIO"
2035,"KCiDjbkAAAAJ","CS","XD"
2036,"KClBPZUAAAAJ","BIO","BIO"
2037,"KcM-4NsAAAAJ","CS","CS"
2038,"kCNqPUoAAAAJ","BIO","BIO"
2039,"kCYbVq0AAAAJ","CS","CS"
2040,"kDkH9UkAAAAJ","CS","XD"
2041,"kdv2ajAAAAAJ","CS","CS"
2042,"KDZ-wWUAAAAJ","BIO","BIO"
2043,"ke2MEF0AAAAJ","CS","CS"
2044,"kEM42bEAAAAJ","CS","CS"
2045,"KenJWYwAAAAJ","BIO","BIO"
2046,"keO-0s0AAAAJ","CS","CS"
2047,"keQw9LQAAAAJ","BIO","BIO"
2048,"KF3CIq0AAAAJ","BIO","BIO"
2049,"KF4sBDIAAAAJ","BIO","BIO"
2050,"kFCrflwAAAAJ","BIO","BIO"
2051,"KfjUrPAAAAAJ","BIO","XD"
2052,"kFNAlyAAAAAJ","BIO","XD"
2053,"kFTwCoEAAAAJ","BIO","XD"
2054,"kfwmW8oAAAAJ","BIO","BIO"
2055,"KgdPjl8AAAAJ","BIO","XD"
2056,"Kh10YKsAAAAJ","BIO","BIO"
2057,"Kh9REfEAAAAJ","BIO","BIO"
2058,"KH_iDdAAAAAJ","BIO","XD"
2059,"KICA5DoAAAAJ","CS","XD"
2060,"kiQQEhMAAAAJ","BIO","BIO"
2061,"kIUqgbcAAAAJ","CS","CS"
2062,"KIv0fKQAAAAJ","BIO","XD"
2063,"kiV7yTQAAAAJ","BIO","BIO"
2064,"kiZj3UcAAAAJ","BIO","BIO"
2065,"kJkFuW4AAAAJ","BIO","BIO"
2066,"KJssLHoAAAAJ","CS","CS"
2067,"KJvcrioAAAAJ","BIO","BIO"
2068,"kjXJR4QAAAAJ","BIO","BIO"
2069,"kKFx7RgAAAAJ","BIO","BIO"
2070,"KKiQaBoAAAAJ","BIO","XD"
2071,"KKUAx0sAAAAJ","CS","CS"
2072,"KlJrz9MAAAAJ","BIO","XD"
2073,"KlM20sgAAAAJ","BIO","XD"
2074,"KlnL3J8AAAAJ","BIO","BIO"
2075,"KlpusxAAAAAJ","CS","CS"
2076,"KLRU9csAAAAJ","BIO","BIO"
2077,"KltleWgAAAAJ","CS","CS"
2078,"kLUQrrYAAAAJ","CS","CS"
2079,"kLUW0psAAAAJ","CS","CS"
2080,"kMK1IvwAAAAJ","BIO","BIO"
2081,"KmSuVtgAAAAJ","CS","CS"
2082,"KnAit3cAAAAJ","CS","XD"
2083,"KO1agYsAAAAJ","BIO","BIO"
2084,"ko2-elgAAAAJ","BIO","XD"
2085,"koFpOkcAAAAJ","BIO","BIO"
2086,"KOrhfVMAAAAJ","CS","CS"
2087,"kOUPR1sAAAAJ","CS","CS"
2088,"KP-Vo44AAAAJ","CS","CS"
2089,"kpJ9xpsAAAAJ","BIO","BIO"
2090,"KPjFQ4AAAAAJ","CS","CS"
2091,"KPw5wngAAAAJ","CS","CS"
2092,"KPxl53wzvv4C","CS","XD"
2093,"kqPhodQAAAAJ","CS","CS"
2094,"KqtBi6MAAAAJ","CS","CS"
2095,"kqW_-2gAAAAJ","CS","CS"
2096,"krAhswMAAAAJ","BIO","BIO"
2097,"kRfNAVgAAAAJ","BIO","BIO"
2098,"KrLrb14AAAAJ","CS","XD"
2099,"KRuCIOQAAAAJ","BIO","BIO"
2100,"KRZoh34AAAAJ","BIO","XD"
2101,"Kr_0YFMAAAAJ","BIO","XD"
2102,"KSukVvIAAAAJ","CS","CS"
2103,"Kt1bjZoAAAAJ","CS","XD"
2104,"KtbmEC4AAAAJ","BIO","XD"
2105,"KTF9-QkAAAAJ","BIO","XD"
2106,"ktIQALAAAAAJ","BIO","BIO"
2107,"ktQq83oAAAAJ","BIO","BIO"
2108,"ktwwLjsAAAAJ","CS","CS"
2109,"ktyhG_oAAAAJ","BIO","XD"
2110,"kUMiOQMAAAAJ","BIO","BIO"
2111,"kUwCxIUAAAAJ","BIO","XD"
2112,"Kv9AbjMAAAAJ","CS","XD"
2113,"KvfFlIMAAAAJ","CS","CS"
2114,"kvHmXM0AAAAJ","BIO","BIO"
2115,"kvWZBlAAAAAJ","BIO","BIO"
2116,"Kw5aM74AAAAJ","BIO","BIO"
2117,"KWez2_sAAAAJ","CS","CS"
2118,"kWFP1ykAAAAJ","BIO","BIO"
2119,"KWiJaj8AAAAJ","CS","CS"
2120,"kWnv_YkAAAAJ","CS","CS"
2121,"kXB8FBoAAAAJ","CS","CS"
2122,"KxBH0U4AAAAJ","BIO","BIO"
2123,"kxDm9EsAAAAJ","CS","CS"
2124,"KxLLgn8AAAAJ","BIO","BIO"
2125,"KxLzEI4AAAAJ","BIO","BIO"
2126,"KxmUmKkAAAAJ","BIO","XD"
2127,"kXVBr20AAAAJ","CS","XD"
2128,"Ky1op0MAAAAJ","CS","XD"
2129,"Ky6tLl0AAAAJ","BIO","BIO"
2130,"kYAsdUIAAAAJ","BIO","BIO"
2131,"kYK4tvsAAAAJ","CS","CS"
2132,"kZ3PYgwAAAAJ","BIO","BIO"
2133,"KzESVKwAAAAJ","CS","XD"
2134,"KZFo7ZkAAAAJ","CS","XD"
2135,"kzk6nJEAAAAJ","BIO","XD"
2136,"KzmHyt8AAAAJ","CS","CS"
2137,"kzoVUPYAAAAJ","CS","XD"
2138,"kztqPjYAAAAJ","BIO","XD"
2139,"K_-KJi8AAAAJ","CS","CS"
2140,"K__JmtcAAAAJ","CS","CS"
2141,"L-07qlIAAAAJ","BIO","BIO"
2142,"l-IhoaQAAAAJ","BIO","BIO"
2143,"l0YE7V8AAAAJ","BIO","XD"
2144,"L1pb8GUAAAAJ","CS","XD"
2145,"l2Pr9m8AAAAJ","BIO","XD"
2146,"L2SLqHQAAAAJ","BIO","BIO"
2147,"l3KIq-MAAAAJ","CS","XD"
2148,"L3KXa3cAAAAJ","CS","XD"
2149,"L3Z66_gAAAAJ","BIO","BIO"
2150,"l4MgzcsAAAAJ","BIO","BIO"
2151,"l4QhOVoAAAAJ","CS","XD"
2152,"l4ZJZkYAAAAJ","BIO","BIO"
2153,"l5mmRVoAAAAJ","BIO","BIO"
2154,"l5UcSXkAAAAJ","BIO","BIO"
2155,"L7jhqMIAAAAJ","CS","XD"
2156,"l7nsfT4AAAAJ","CS","XD"
2157,"L7pWt14AAAAJ","BIO","BIO"
2158,"L7TaWAUAAAAJ","BIO","BIO"
2159,"L7utASgAAAAJ","BIO","XD"
2160,"L82mYv8AAAAJ","CS","XD"
2161,"L9cC5tIAAAAJ","BIO","XD"
2162,"LAPAOIUAAAAJ","BIO","XD"
2163,"LAv0HTEAAAAJ","CS","CS"
2164,"lAzz_cwAAAAJ","BIO","BIO"
2165,"LB1dq_sAAAAJ","CS","CS"
2166,"Lb4-GKsAAAAJ","BIO","XD"
2167,"lB5lqocAAAAJ","BIO","BIO"
2168,"LBpAB_QAAAAJ","BIO","BIO"
2169,"lBzZU1IAAAAJ","CS","CS"
2170,"lc0ARagAAAAJ","CS","CS"
2171,"LCyuQYMAAAAJ","BIO","XD"
2172,"lDYz0hYAAAAJ","BIO","BIO"
2173,"Le4ScQcAAAAJ","BIO","BIO"
2174,"Lf2KB6cAAAAJ","CS","CS"
2175,"LfcroyAAAAAJ","CS","CS"
2176,"lfLiQmcAAAAJ","CS","CS"
2177,"lFnZ7RkAAAAJ","CS","CS"
2178,"LgF3Ds0AAAAJ","BIO","XD"
2179,"LgL2HpkAAAAJ","CS","CS"
2180,"LGp68QwAAAAJ","BIO","XD"
2181,"lGsfTIsAAAAJ","CS","XD"
2182,"lH1PdF8AAAAJ","CS","CS"
2183,"lh527_4AAAAJ","BIO","XD"
2184,"lhVOD7kAAAAJ","BIO","BIO"
2185,"Li-BrU4AAAAJ","CS","CS"
2186,"LiAGLcwAAAAJ","CS","CS"
2187,"LIdVlPsAAAAJ","CS","XD"
2188,"LiMYijMAAAAJ","BIO","BIO"
2189,"lJ8qjPAAAAAJ","CS","CS"
2190,"LjP106QAAAAJ","CS","CS"
2191,"LjuCA6AAAAAJ","BIO","BIO"
2192,"Lj_J0HsAAAAJ","BIO","XD"
2193,"Lk38PP0AAAAJ","BIO","XD"
2194,"LkbowasAAAAJ","BIO","BIO"
2195,"LkoaA0gAAAAJ","CS","CS"
2196,"LkWOEY0AAAAJ","BIO","BIO"
2197,"Ll7EKP0AAAAJ","BIO","BIO"
2198,"lL7fslgAAAAJ","BIO","BIO"
2199,"lLmMKb0AAAAJ","CS","XD"
2200,"llo3F3QAAAAJ","CS","CS"
2201,"llOUqhkAAAAJ","CS","XD"
2202,"lmJ4en0AAAAJ","BIO","BIO"
2203,"lmmq0XsAAAAJ","BIO","BIO"
2204,"lMV_QwEAAAAJ","CS","CS"
2205,"LnB5_AcAAAAJ","CS","CS"
2206,"lNFZCgwAAAAJ","BIO","XD"
2207,"LnhCGNMAAAAJ","CS","CS"
2208,"LNnZEd4AAAAJ","BIO","BIO"
2209,"LnqYD9wAAAAJ","BIO","BIO"
2210,"LOFYnLkAAAAJ","CS","CS"
2211,"loh7ivYAAAAJ","CS","XD"
2212,"LoXnMOIAAAAJ","CS","CS"
2213,"lPM8k54AAAAJ","CS","CS"
2214,"LPTkkxUAAAAJ","CS","XD"
2215,"lpxhbPAAAAAJ","BIO","XD"
2216,"lq0KNv8AAAAJ","CS","CS"
2217,"LQ87h3sAAAAJ","CS","CS"
2218,"LqBNliAAAAAJ","BIO","BIO"
2219,"LQEBzYcAAAAJ","BIO","BIO"
2220,"lQmvO3cAAAAJ","BIO","XD"
2221,"lqWjPTsAAAAJ","BIO","BIO"
2222,"lR-CRA0AAAAJ","BIO","XD"
2223,"lr4I9BwAAAAJ","CS","CS"
