"serial_id","google_id","XDIndicator","XD95","XD00","XD05","XD10","XD15"
3291,"tsUKOwYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3292,"TsVU8EcAAAAJ","CS","CS","CS","CS","CS","XD"
3293,"TSyOIvsAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
3294,"tt1oyyEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3295,"TtA_j4YAAAAJ","CS","CS","CS","CS","CS","CS"
3296,"TtJeqqoAAAAJ","CS","CS","CS","XD","XD","XD"
3297,"TT_duF0AAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
3298,"tu39-p8AAAAJ","CS","CS","CS","CS","XD","XD"
3299,"TUgQVOYAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
3300,"tuzMchcAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3301,"tv-2BLQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3302,"TVIMFxkAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3303,"TVOX8wQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3304,"TW6dnZUAAAAJ","CS","CS","CS","CS","CS","CS"
3305,"TW7U1W0AAAAJ","CS","CS","CS","CS","CS","XD"
3306,"TwRylasAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
3307,"twVHi_EAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3308,"twwFv3QAAAAJ","CS","CS","CS","CS","CS","CS"
3309,"TXb5Ym8AAAAJ","CS","CS","CS","CS","CS","CS"
3310,"txdJApMAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
3311,"tXhqJv0AAAAJ","CS","CS","CS","CS","CS","CS"
3312,"TXkS7-EAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3313,"tXXbdq0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3314,"tYH0OCwAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3315,"tysCye4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3316,"TZWVRR8AAAAJ","CS","CS","CS","CS","CS","CS"
3317,"tzxERCwAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3318,"t_DFZvgAAAAJ","CS","CS","CS","CS","CS","CS"
3319,"T_O6pjEAAAAJ","CS","CS","CS","CS","CS","CS"
3320,"U-0PM_cAAAAJ","CS","CS","CS","CS","CS","CS"
3321,"u-2VbsUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3322,"U-vDOsIAAAAJ","CS","CS","CS","CS","CS","CS"
3323,"u-w6khsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3324,"U-Y72_MAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
3325,"u0BOuAsAAAAJ","CS","CS","CS","CS","CS","CS"
3326,"u0X-z5wAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3327,"u18hG4gAAAAJ","CS","CS","CS","CS","CS","CS"
3328,"U2EZEzMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3329,"U3CXAPsAAAAJ","CS","CS","CS","CS","CS","XD"
3330,"U3Eub-EAAAAJ","CS","CS","CS","CS","CS","CS"
3331,"U3MXFe4AAAAJ","BIO","BIO","BIO","XD","XD","XD"
3332,"u44f5AYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3333,"U46EcyQAAAAJ","CS","CS","CS","CS","CS","CS"
3334,"U6OVPVMAAAAJ","CS","CS","CS","CS","CS","CS"
3335,"U77va_QAAAAJ","CS","CS","CS","CS","CS","CS"
3336,"u7ltfYEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3337,"u7MvE5MAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
3338,"U9bcQkMAAAAJ","CS","CS","CS","XD","XD","XD"
3339,"U9HQ2qUAAAAJ","CS","CS","XD","XD","XD","XD"
3340,"UA3tyKwAAAAJ","CS","CS","CS","CS","CS","CS"
3341,"ua4eNI0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3342,"UAb82rcAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3343,"UAmGg-cAAAAJ","CS","CS","CS","CS","CS","XD"
3344,"UAwKvEsAAAAJ","CS","CS","CS","CS","CS","CS"
3345,"uBFV6SUAAAAJ","CS","CS","CS","CS","CS","CS"
3346,"Ubh19Y8AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3347,"ubiUvvgAAAAJ","CS","CS","CS","CS","CS","CS"
3348,"ubOEBGYAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
3349,"uBPAOrcAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3350,"uc44q3sAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3351,"uc8_eH0AAAAJ","CS","XD","XD","XD","XD","XD"
3352,"UCiXhq4AAAAJ","CS","CS","XD","XD","XD","XD"
3353,"UCK6s8wAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3354,"Uctd64YUvqkC","BIO","BIO","BIO","BIO","BIO","BIO"
3355,"uczqEdUAAAAJ","CS","XD","XD","XD","XD","XD"
3356,"Udl1ZbwAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3357,"uDwy_JgAAAAJ","CS","CS","CS","CS","CS","CS"
3358,"uE08NmEAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
3359,"UE61txYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3360,"UE6z_m8AAAAJ","CS","CS","CS","CS","CS","CS"
3361,"uEC8IQQAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
3362,"UEDi4ZcAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3363,"UedS9LQAAAAJ","CS","CS","XD","XD","XD","XD"
3364,"uegmkr0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3365,"UEI2g60AAAAJ","CS","CS","CS","CS","CS","CS"
3366,"ueriIfwAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3367,"UetM7FgAAAAJ","CS","CS","CS","CS","CS","CS"
3368,"uEZ-OWMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3369,"uf0D-uoAAAAJ","CS","CS","CS","CS","CS","CS"
3370,"UF1_VRcAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
3371,"uFJi3IUAAAAJ","CS","CS","XD","XD","XD","XD"
3372,"UF_zg4IAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3373,"UGccZdUAAAAJ","BIO","BIO","BIO","XD","XD","XD"
3374,"UGDVOZgAAAAJ","CS","CS","CS","CS","CS","CS"
3375,"ugFNit4AAAAJ","CS","CS","CS","XD","XD","XD"
3376,"UgHB5oAAAAAJ","CS","CS","CS","CS","CS","CS"
3377,"UgKiJTsAAAAJ","CS","CS","CS","CS","CS","CS"
3378,"UGrnqBUAAAAJ","CS","CS","CS","CS","CS","CS"
3379,"UgY7CSAAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3380,"uHUyvLgAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3381,"uHwTzpYAAAAJ","CS","CS","CS","XD","XD","XD"
3382,"uIdXorIAAAAJ","CS","CS","CS","CS","CS","CS"
3383,"uiMfVzYAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
3384,"uJbM58UAAAAJ","CS","CS","CS","CS","CS","CS"
3385,"ujDhg2sAAAAJ","CS","CS","XD","XD","XD","XD"
3386,"UjpbO6IAAAAJ","CS","CS","CS","CS","CS","CS"
3387,"ujqhdv8AAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
3388,"ujT7bLwAAAAJ","CS","CS","CS","CS","CS","CS"
3389,"UJVBYAIAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
3390,"ujXEG6oAAAAJ","CS","CS","CS","CS","CS","CS"
3391,"uL470LwAAAAJ","CS","CS","CS","CS","CS","CS"
3392,"UlbFDqoAAAAJ","CS","CS","CS","CS","CS","CS"
3393,"uLsDDUMAAAAJ","CS","CS","XD","XD","XD","XD"
3394,"UMbfxUAAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3395,"UmwJklEAAAAJ","CS","CS","CS","CS","CS","CS"
3396,"Un5KXJ4AAAAJ","CS","CS","CS","CS","CS","CS"
3397,"UneULscAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3398,"UnRdQPMAAAAJ","CS","CS","CS","CS","XD","XD"
3399,"uNsqlqYAAAAJ","CS","CS","CS","CS","CS","CS"
3400,"UnuQfEwAAAAJ","CS","CS","CS","CS","CS","CS"
3401,"UNxLPX8AAAAJ","CS","CS","CS","CS","CS","CS"
3402,"unXtH3IAAAAJ","CS","CS","CS","CS","CS","CS"
3403,"uoQHDRoAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3404,"uoQJeI4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3405,"UORk8-EAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3406,"uoVID-0AAAAJ","CS","CS","CS","CS","CS","XD"
3407,"up7dycYAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
3408,"upemnMUAAAAJ","CS","CS","CS","CS","CS","CS"
3409,"UPFay-gAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3410,"Uph176YAAAAJ","CS","CS","CS","CS","CS","CS"
3411,"upKiqHMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3412,"UPOVXrQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3413,"UPYalhQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3414,"UQ9DUpUAAAAJ","BIO","BIO","BIO","XD","XD","XD"
3415,"UQ9Ws6wAAAAJ","CS","CS","CS","XD","XD","XD"
3416,"uQBb60kAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
3417,"Uqzdj9sAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3418,"UR4eDW4AAAAJ","CS","CS","CS","CS","CS","CS"
3419,"urTiL7QAAAAJ","CS","CS","XD","XD","XD","XD"
3420,"UruIct4AAAAJ","CS","CS","CS","CS","CS","CS"
3421,"us2tDNEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3422,"uSfaEgUAAAAJ","CS","CS","CS","CS","XD","XD"
3423,"usw1MV0AAAAJ","XD","XD","XD","XD","XD","XD"
3424,"UT5I0hAAAAAJ","CS","CS","CS","CS","XD","XD"
3425,"uT9_8hcAAAAJ","CS","CS","CS","CS","CS","CS"
3426,"utnDy7MAAAAJ","BIO","XD","XD","XD","XD","XD"
3427,"uTqQopAAAAAJ","CS","CS","CS","CS","CS","CS"
3428,"Uttu9kkAAAAJ","CS","CS","CS","CS","CS","CS"
3429,"UUAn_V8AAAAJ","CS","CS","CS","CS","CS","CS"
3430,"UUKLPMYAAAAJ","CS","CS","CS","XD","XD","XD"
3431,"uurQUZIAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3432,"UuXTH9wAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3433,"uVBjUtAAAAAJ","CS","CS","CS","XD","XD","XD"
3434,"UvFrX04AAAAJ","CS","CS","CS","CS","CS","CS"
3435,"UVGe0gQAAAAJ","CS","CS","CS","CS","CS","CS"
3436,"UvoDtbcAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
3437,"uvoOgnwAAAAJ","CS","CS","CS","CS","CS","CS"
3438,"uvsSrnoAAAAJ","CS","CS","CS","CS","CS","CS"
3439,"UVuQeJIAAAAJ","BIO","BIO","BIO","XD","XD","XD"
3440,"UVWz1ZMAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
3441,"uwAJuBQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3442,"UwFA1KoAAAAJ","CS","CS","CS","CS","CS","CS"
3443,"uwHLui0AAAAJ","CS","CS","CS","CS","CS","CS"
3444,"uWsBKQ0AAAAJ","CS","CS","CS","CS","CS","CS"
3445,"UWZA0v4AAAAJ","CS","CS","CS","CS","CS","XD"
3446,"UXh1I6UAAAAJ","CS","CS","CS","CS","CS","CS"
3447,"uXUA1pgAAAAJ","CS","CS","XD","XD","XD","XD"
3448,"uy1OB3YAAAAJ","CS","CS","XD","XD","XD","XD"
3449,"uy8T6BYAAAAJ","CS","CS","CS","CS","CS","CS"
3450,"UyIBJikAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
3451,"UYLIgHAAAAAJ","CS","CS","CS","CS","CS","CS"
3452,"UYnvOrsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3453,"uywP8ZUAAAAJ","CS","CS","CS","CS","CS","CS"
3454,"uyXz_Ia8KMIC","CS","CS","CS","CS","CS","CS"
3455,"uZ9G85sAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
3456,"uzDaznAAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3457,"uZg9l58AAAAJ","CS","CS","CS","CS","CS","CS"
3458,"UzNoXwMAAAAJ","CS","CS","CS","CS","CS","CS"
3459,"uZZ7HtIAAAAJ","CS","CS","CS","CS","CS","CS"
3460,"u_7S7VYAAAAJ","CS","CS","CS","CS","CS","CS"
3461,"u_tOExoAAAAJ","CS","CS","CS","CS","CS","CS"
3462,"U_VRZucAAAAJ","CS","CS","CS","CS","CS","CS"
3463,"v-rklEMAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
3464,"v0bzUvMAAAAJ","CS","CS","CS","CS","CS","CS"
3465,"v0gn6NEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3466,"v0nybPwAAAAJ","CS","CS","CS","CS","CS","CS"
3467,"v0tJmyYAAAAJ","CS","CS","CS","CS","XD","XD"
3468,"v12-jLUAAAAJ","CS","CS","CS","CS","CS","CS"
3469,"v1hVGqgAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
3470,"V1js0MUAAAAJ","CS","CS","CS","CS","CS","CS"
3471,"V22Gj30AAAAJ","CS","CS","CS","CS","CS","CS"
3472,"v2X9gX8AAAAJ","CS","CS","CS","CS","CS","CS"
3473,"V4LXxrQAAAAJ","CS","CS","CS","CS","CS","CS"
3474,"V4MDhecAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3475,"V4woYDgAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3476,"V5FJ6pIAAAAJ","CS","CS","CS","CS","CS","CS"
3477,"v5QQatYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3478,"V65-apsAAAAJ","BIO","BIO","BIO","XD","XD","XD"
3479,"v6Du4CEAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
3480,"V6gXo9IAAAAJ","CS","CS","CS","CS","CS","CS"
3481,"v6PsQKIAAAAJ","CS","CS","CS","CS","CS","CS"
3482,"V6vBXqsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3483,"V7jMyB4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3484,"V8erWBIAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3485,"V8RKLEsAAAAJ","CS","CS","CS","CS","CS","XD"
3486,"V9bLXZoAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3487,"VaAEb5YAAAAJ","CS","CS","CS","CS","CS","CS"
3488,"Vb3FLmkAAAAJ","CS","CS","CS","CS","CS","CS"
3489,"VB83XasAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3490,"vB96fX8AAAAJ","CS","CS","CS","CS","CS","CS"
3491,"VbCSmRMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3492,"VBkNT98AAAAJ","BIO","BIO","XD","XD","XD","XD"
3493,"VbruE20AAAAJ","CS","CS","CS","CS","CS","CS"
3494,"Vbv-JEwAAAAJ","CS","CS","CS","CS","CS","CS"
3495,"VBVRrp8AAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
3496,"vBvszjkAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
3497,"VBXG4CwAAAAJ","CS","CS","CS","XD","XD","XD"
3498,"Vc58tYYAAAAJ","CS","CS","CS","CS","CS","CS"
3499,"vcOhBCcAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3500,"vcR91HsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3501,"VCuHXdMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3502,"VdBfGdoAAAAJ","CS","CS","CS","CS","CS","CS"
3503,"VDMARucAAAAJ","CS","CS","CS","CS","XD","XD"
3504,"ve5gS08AAAAJ","XD","XD","XD","XD","XD","XD"
3505,"VeB3UbcAAAAJ","CS","CS","CS","CS","CS","CS"
3506,"VEdybxgAAAAJ","CS","CS","CS","CS","CS","XD"
3507,"VEGtG7YAAAAJ","CS","CS","CS","CS","XD","XD"
3508,"VEKxHOAAAAAJ","CS","CS","CS","CS","CS","CS"
3509,"VFGDcvoAAAAJ","CS","CS","CS","CS","CS","CS"
3510,"VfLiZYIAAAAJ","CS","CS","CS","CS","CS","CS"
3511,"vfM6Pi0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3512,"VFMbBPgAAAAJ","CS","CS","CS","XD","XD","XD"
3513,"VFQRIOwAAAAJ","CS","CS","CS","CS","XD","XD"
3514,"vfZmSf8AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3515,"vG-4g-IAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3516,"vg76M1oAAAAJ","CS","CS","CS","CS","CS","CS"
3517,"VghIYWEAAAAJ","CS","CS","CS","CS","CS","CS"
3518,"vgIUEmMAAAAJ","CS","CS","CS","CS","CS","CS"
3519,"VGoSakQAAAAJ","CS","CS","CS","CS","XD","XD"
3520,"VGr54BoAAAAJ","CS","CS","CS","CS","CS","CS"
3521,"vHDhy1IAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3522,"VHOIA60AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3523,"vhP-tlcAAAAJ","CS","CS","CS","CS","CS","CS"
3524,"vHP8ugIAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3525,"Vi0LoiAAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3526,"VioWXMgAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3527,"vIqWvgwAAAAJ","CS","CS","CS","CS","XD","XD"
3528,"ViTQADcAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3529,"vivnVgIAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
3530,"VizsSmEAAAAJ","CS","CS","CS","CS","CS","CS"
3531,"Vj55OEUAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
3532,"vJbjqpIAAAAJ","CS","CS","CS","CS","CS","CS"
3533,"VjNg25EAAAAJ","CS","CS","CS","CS","CS","CS"
3534,"VjvupJUAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
3535,"vjZrDKQAAAAJ","CS","CS","CS","CS","CS","CS"
3536,"vL6ubpMAAAAJ","CS","CS","CS","CS","CS","CS"
3537,"vlI9WiYAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
3538,"VllBDvcAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3539,"Vm3QdpkAAAAJ","BIO","BIO","BIO","XD","XD","XD"
3540,"vMDCJHcAAAAJ","CS","CS","CS","CS","XD","XD"
3541,"VMihW8oAAAAJ","CS","CS","CS","CS","CS","CS"
3542,"vmJOFn0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3543,"VMk7VdUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3544,"Vn3L_ioAAAAJ","CS","CS","CS","CS","CS","CS"
3545,"vNCcKo0AAAAJ","CS","CS","CS","CS","CS","CS"
3546,"Vnqt5HcAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3547,"VoAHydgAAAAJ","CS","CS","CS","XD","XD","XD"
3548,"VP4egzMAAAAJ","CS","CS","CS","CS","CS","CS"
3549,"vpc4bggAAAAJ","CS","CS","CS","CS","CS","XD"
3550,"vPdjmBMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3551,"VpdYemsAAAAJ","CS","CS","CS","CS","CS","CS"
3552,"VPNvwE0AAAAJ","CS","CS","CS","CS","CS","CS"
3553,"vqCQtQEAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
3554,"Vql9H_cAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
3555,"vQQOZVgAAAAJ","CS","CS","CS","CS","CS","CS"
3556,"vrHhOlUAAAAJ","CS","CS","XD","XD","XD","XD"
3557,"vrjL9p0AAAAJ","CS","CS","CS","CS","CS","CS"
3558,"VROUC6oAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
3559,"vSeHOe4AAAAJ","BIO","BIO","XD","XD","XD","XD"
3560,"vsj2slIAAAAJ","CS","CS","CS","XD","XD","XD"
3561,"vSjk9e8AAAAJ","BIO","BIO","XD","XD","XD","XD"
3562,"vtcDGNYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3563,"vtegaJgAAAAJ","CS","CS","CS","CS","CS","CS"
3564,"vth4SIcAAAAJ","CS","CS","CS","CS","CS","CS"
3565,"vthMwawAAAAJ","CS","CS","CS","CS","CS","CS"
3566,"vTndEfoAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3567,"vtRygXoAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3568,"vtwH6GkAAAAJ","CS","CS","CS","CS","XD","XD"
3569,"vtxXpVAAAAAJ","CS","CS","CS","CS","CS","CS"
3570,"vUDs6oEAAAAJ","BIO","XD","XD","XD","XD","XD"
3571,"vuHsbR8AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3572,"vuKTnnsAAAAJ","CS","CS","CS","CS","XD","XD"
3573,"vuKz6WcAAAAJ","CS","CS","CS","CS","CS","CS"
3574,"VUmcVOAAAAAJ","CS","CS","CS","CS","CS","CS"
3575,"VuvKPiQAAAAJ","CS","CS","CS","CS","CS","CS"
3576,"vuxET5YAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3577,"vuyeghwAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3578,"VuYoV78AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3579,"VUZOyooAAAAJ","CS","CS","CS","XD","XD","XD"
3580,"Vv2PPaEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3581,"VV48RpEAAAAJ","CS","CS","CS","CS","CS","CS"
3582,"VVPS_0UAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3583,"VvQ_QYkAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3584,"VvXgoAYAAAAJ","CS","CS","CS","XD","XD","XD"
3585,"Vwi6Ya8AAAAJ","CS","CS","CS","CS","CS","CS"
3586,"VwQRddkAAAAJ","CS","CS","CS","CS","CS","XD"
3587,"vX45evgAAAAJ","CS","CS","CS","CS","CS","XD"
3588,"VX7d5EQAAAAJ","CS","CS","XD","XD","XD","XD"
3589,"vxEKYqsAAAAJ","CS","CS","CS","CS","CS","CS"
3590,"vXHA_XYAAAAJ","CS","CS","CS","CS","CS","CS"
3591,"vxmUoXEAAAAJ","CS","CS","CS","CS","CS","CS"
3592,"vXQdb5kAAAAJ","CS","CS","CS","CS","CS","CS"
3593,"VXvek_AAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3594,"vxwBs3kAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3595,"VxWLGyoAAAAJ","CS","CS","CS","CS","CS","CS"
3596,"vY7MdLYAAAAJ","CS","CS","CS","CS","XD","XD"
3597,"VYBH2BsAAAAJ","CS","CS","CS","CS","CS","CS"
3598,"vygtLDcAAAAJ","CS","CS","CS","CS","CS","CS"
3599,"VYOLjl8AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3600,"vYQAKZwAAAAJ","CS","CS","CS","CS","CS","CS"
3601,"vzfO5TwAAAAJ","CS","CS","CS","CS","CS","CS"
3602,"VZfzecEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3603,"vZq8qQ4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3604,"vZrIrN4AAAAJ","CS","CS","CS","CS","CS","CS"
3605,"v_2fE7kAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
3606,"V_cvqKcAAAAJ","CS","CS","CS","CS","XD","XD"
3607,"v_KM91IAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
3608,"w0hg2MoAAAAJ","CS","CS","CS","CS","CS","CS"
3609,"w0Vl_lsAAAAJ","CS","CS","CS","CS","CS","XD"
3610,"W13Tp1IAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3611,"w1OP2yAAAAAJ","CS","CS","CS","CS","XD","XD"
3612,"W1wn0zAAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3613,"w20xGA0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3614,"W2DsnAkAAAAJ","CS","CS","CS","CS","CS","CS"
3615,"W2V3J2kAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3616,"W3-SgVAAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
3617,"w3uEh7oAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3618,"W4TCTGQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3619,"W4Y0jUIAAAAJ","CS","CS","CS","CS","CS","CS"
3620,"w5HUeWoAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3621,"W6gQqWcAAAAJ","CS","CS","CS","CS","CS","CS"
3622,"w88NouMAAAAJ","CS","CS","CS","CS","CS","CS"
3623,"W8xJZWMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3624,"w90wOucAAAAJ","CS","XD","XD","XD","XD","XD"
3625,"w99b8LQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3626,"w9oekBcAAAAJ","BIO","BIO","BIO","XD","XD","XD"
3627,"WA9DXAwAAAAJ","CS","CS","CS","CS","CS","CS"
3628,"Waaj7a8AAAAJ","CS","CS","CS","CS","CS","CS"
3629,"WAMUnQ0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3630,"WANIT2oAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3631,"waPNWUYAAAAJ","XD","XD","XD","XD","XD","XD"
3632,"watx0IAAAAAJ","CS","CS","CS","CS","CS","CS"
3633,"wAvLcd4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3634,"wb-DKCIAAAAJ","CS","CS","CS","CS","CS","CS"
3635,"wbIMbL8AAAAJ","CS","CS","CS","CS","CS","CS"
3636,"wBwrU9kAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3637,"WBxUHh4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3638,"wbZc9nUAAAAJ","CS","CS","CS","CS","CS","CS"
3639,"Wb_lnjAAAAAJ","CS","CS","CS","CS","CS","CS"
3640,"wCfYkMkAAAAJ","CS","CS","CS","CS","CS","CS"
3641,"wCxzFrMAAAAJ","CS","CS","CS","CS","CS","CS"
3642,"wC_ntLYAAAAJ","CS","CS","CS","CS","CS","CS"
3643,"wdVRIS0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
3644,"wDYPIQYAAAAJ","BIO","BIO","BIO","XD","XD","XD"
3645,"WE8H3b8AAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
3646,"We8Oy0EAAAAJ","CS","CS","CS","CS","CS","CS"
3647,"wE9QVowAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
